#FreeAmade	O
Ballard	B-LOC
Partners	B-PER
buwọ́lù	O
tẹ	O
Olúṣọlá	O
Saraki	B-PER
,	O
tí	O
ó	O
jẹ́	O
adarí	O
pátápátá	O
fún	O
ìpolongo	O
ìbò	O
Abubakar	B-PER
lọ́wọ́	O
.	O
	
Túwíìtì	O
Souljah	O
tàn	O
káàkiri	O
tí	O
ènìyàn	O
ẹgbẹẹgbẹ̀rún	O
kan	O
fẹ́ràn-an	O
rẹ̀	O
,	O
tí	O
ẹgbẹẹgbẹ̀rún	O
ènìyàn-án	O
sì	O
ṣe	O
àtúnpín-in	O
rẹ̀	O
fún	O
ìdí	O
tí	O
ò	O
f'ara	O
sin	O
.	O
	
Wọ́n	O
gbé	O
ọjọ́	B-DATE
ìdìbò	I-DATE
láti	O
yan	O
ààrẹ	O
sí	O
ọjọ́	B-DATE
16	I-DATE
oṣù	I-DATE
Èrèlé	I-DATE
(	O
tí	O
wọ́n	O
padà	O
sún	O
un	O
síwájú	O
sí	O
ọjọ́	B-DATE
23	I-DATE
oṣù	I-DATE
Èrèlé)	I-DATE
,	O
nǹkan	O
ò	O
bá	O
bàjẹ́	O
fún	O
ẹgbẹ́	O
asàtakò	O
PDP	B-ORG
pẹ̀lú	O
àbájáde	O
ìwádìí	O
tí	O
ó	O
ń	O
fara	O
hàn	O
ní	O
ọjọ́	B-DATE
mẹ́ta	I-DATE
kí	O
ìdìbò	O
ó	O
tó	O
wáyé	O
yìí.	O
.	O
	
Kà	O
sí	O
i	O
:	O
Nàìjíríà	B-LOC
sún	O
ìdìbò	O
gbogboògbò	O
ọdún-un	B-DATE
2019	I-DATE
síwájú	O
nígbà	O
tí	O
ìdìbò	O
kú	O
ìwọ̀n-ọn	O
wákàtí	B-DATE
nítorí	I-DATE
ọ̀rọ̀	O
‘ètò	O
àti	O
ìlànà	O
ìmúṣẹ́ṣe’	O
	
Atọ́ka	O
6	B-DATE
:	O
Àwòrán	O
Túwíìtì	O
kan	O
láti	O
ọwọ́	O
Souljah	O
	
Sùgbọ́n	O
ní	O
ìrólẹ́	O
ọjọ́	B-DATE
13	I-DATE
oṣù	I-DATE
Èrèlé	I-DATE
,	O
Ballard	B-LOC
Partners	B-PER
ní	O
àbájáde	O
ìwádìí	O
náà	O
kò	O
rí	O
bẹ́ẹ̀	O
(	O
Atọ́ka	O
7	B-DATE
)	O
tí	O
wọ́n	O
ṣe	O
àpèjúwe	O
rẹ̀	O
gẹ́gẹ́	O
bí	O
i	O
jìbìtì	O
,	O
wọ́n	O
sì	O
fi	O
ìdíi	O
rẹ̀	O
múlẹ̀	O
pé	O
àwọn	O
kò	O
ṣe	O
ìwádìí	O
kankan	O
fún	O
ẹgbẹ́	O
òṣèlú	O
PDP	B-ORG
.	O
	
Ose	O
Anenih	O
,	O
tí	O
ó	O
jẹ́	O
agbèsẹ́yìn	O
ẹgbẹ́	O
PDP	B-ORG
ṣe	O
ìfisùn	O
lára	O
àwọn	O
ará	O
APC	B-ORG
orí	O
Túwítà	O
tí	O
wọ́n	O
ṣe	O
ìtànká	O
àbájáde	O
ìwádìí	O
náà	O
sí	O
ìkànni	O
àwọn	O
ọlọ́pàá	O
orílẹ̀-èdèe	O
Nàìjíríà	B-LOC
àti	O
àjọ	O
tí	O
ó	O
ń	O
ṣe	O
àmójútó	O
ọ̀rọ̀	O
ìdìbò	O
,	O
INEC	O
fún	O
ìwà	O
ọ̀daràn	O
àti	O
ohun	O
tí	O
ó	O
lòdì	O
sófin	O
tí	O
ó	O
ń	O
gbìyànjú	O
láti	O
dí	O
ìdìbò	O
tí	O
ó	O
yẹ	O
kí	O
ó	O
lọ	O
nírọ̀rùn	O
lọ́wọ́	O
.	O
	
Ṣùgbọ́n	O
èyí	O
kì	O
í	O
ṣe	O
ìgbà	O
àkọ́kọ́	O
tí	O
wọ́n	O
máa	O
fi	O
ìròyìn	O
ayédèrú	O
mú	O
èrò	O
inú	O
àwọn	O
olóṣèlú	O
ṣẹ	O
lórí	O
ayélujára	O
ní	O
àsìkò	O
ìdìbò	O
.	O
	
Atọ́ka	O
7	B-DATE
:	O
Àwòrán	O
Túwíìtì	O
kan	O
láti	O
ọwọ́	O
iléeṣẹ́	O
Ballard	B-LOC
and	O
Partners	B-PER
tí	O
í	O
sẹ́	O
ayédèrú	O
ìwádìí	O
tí	O
wọ́n	O
purọ́	O
mọ́	O
wọn	O
pé	O
wọ́n	O
ṣe	O
.	O
	
Ọ̀pọ̀lọpọ̀	O
irọ́	O
olùrànlọ́wọ́	O
ààrẹ	O
	
Atọ́ka	O
8	B-DATE
:	O
Àwòrán	O
Túwíìtì	O
kan	O
by	O
Lauretta	O
Onochie	B-PER
,	O
láti	O
ọwọ́	O
Lauretta	O
Onochie	B-PER
,	O
tí	O
ó	O
jẹ́	O
olùrànlọ́wọ́	O
fún	O
ààrẹ	O
	
Ní	O
ọjọ́	B-DATE
4	I-DATE
,	I-DATE
oṣù	I-DATE
Ọ̀pẹ	I-DATE
,	O
ọdún-un	B-DATE
2018	I-DATE
Lauretta	O
Onochie	B-PER
,	O
tí	O
ó	O
jẹ́	O
olùrànlọ́wọ́	O
fún	O
Buhari	B-PER
[	O
tí	O
ó	O
jẹ́	O
òǹdíje-dupò	O
ààrẹ	O
lásìkò	O
náà	O
]	O
túwíìtì	O
(	O
Atọ́ka	O
8	B-DATE
)	O
àwòrán	O
kan	O
pẹ̀lú	O
oúnjẹ	O
àti	O
owóo	O
náírà	O
500	O
tí	O
wọ́n	O
ní	O
wọ́n	O
pín	O
fún	O
àwọn	O
èrò	O
lọ́jọ́	B-DATE
kejì	I-DATE
ìrìnde	O
ìpolongo	O
ìdìbò	O
fún	O
Abubakar	B-PER
gẹ́gẹ́	O
bí	O
ààrẹ	O
ní	O
Sokoto	B-LOC
,	O
apá	O
àríwá-ìlà	O
oòrùn	O
orílẹ̀-èdèe	O
Nàìjíríà	B-LOC
ní	O
àná	O
ọjọ́	B-DATE
náà	I-DATE
.	O
	
Irọ́	O
pátápátá	O
ni	O
àwọn	O
ẹ̀sùn	O
Onochie	B-PER
.	O
	
Kódà	O
,	O
níbi	O
òde	O
kan	O
tí	O
kò	O
tan	O
mọ́	O
ọ̀rọ̀	O
ìdìbò	O
ni	O
a	O
ti	O
ya	O
àwòrán	O
náà	O
nínú	O
oṣù	B-DATE
Èrèlé	I-DATE
ọdún-un	I-DATE
2017″	I-DATE
,	O
Chuba	B-LOC
Ugwu	B-PER
tan	O
ìmọ́lẹ̀	O
sí	O
èyí	O
nínú	O
èsì	O
sí	O
túwíìtì	O
rẹ̀	O
kan	O
.	O
	
Onochie	B-PER
jẹ́	O
ògbóǹtarìgì	O
níbi	O
ká	O
máa	O
ṣe	O
àpínká	O
ìròyìn	O
ayédèrú	O
.	O
	
Iléeṣẹ́	O
agbéròyìnjáde	O
orí	O
ayélujára	O
kan	O
tí	O
ó	O
ń	O
ṣe	O
ìwádìí	O
ìjábọ̀	O
ìròyìn	O
(ICIR)	O
,	O
ti	O
ṣe	O
àgbéyẹ̀wò	O
àwòrán	O
tó	O
ju	O
1,000	O
lọ	O
tí	O
Onochie	B-PER
ti	O
pín	O
sórí	O
Twitter	B-ORG
láàárín	B-DATE
ọjọ́	I-DATE
1	I-DATE
,	I-DATE
oṣù	I-DATE
Ògún	I-DATE
ọdún-un	I-DATE
2018	I-DATE
àti	O
ọjọ́	B-DATE
31	I-DATE
,	I-DATE
oṣù	I-DATE
Agẹmọ	I-DATE
ọdún-un	I-DATE
2019	I-DATE
.	O
	
Àgbéyẹ̀wò	O
náà	O
fi	O
hàn	O
pé	O
ó	O
kéré	O
tán	O
ìgbà	O
méjìlá	O
ni	O
Onochie	B-PER
ti	O
lo	O
àwòrán	O
tí	O
kò	O
yẹ	O
.	O
	
Ọ̀rọ̀	O
Àtakò	O
lórí	O
Ayélujára	O
:	O
ọ̀ràn	O
ní	O
Nàìjíríà	B-LOC
	
Abala	B-LOC
26	B-DATE
òfin	O
Nàìjíríà	B-LOC
nípa	O
ọ̀ràn	O
orí	O
ayélujára	O
kọ	O
lílérí	O
ìjà	O
àti	O
lílo	O
ọ̀rọ̀	O
èébú	O
sí	O
àwọn	O
èèyàn	O
nítorí	O
ẹ̀yàa	O
wọn	O
,	O
ẹ̀sìn-in	O
wọn	O
,	O
àwọ̀-ọ	O
wọn	O
,	O
ìràn-an	O
wọn	O
tàbí	O
orílẹ̀-èdèe	O
wọn	O
.	O
	
Àwọn	O
ẹni	O
tí	O
adé	O
ìwà	O
náà	O
bá	O
ṣí	O
mọ́	O
lórí	O
á	O
fi	O
ẹ̀wọ̀n	O
ọlọ́dún-márùn-ún	O
gbára	O
tàbí	O
kí	O
wọ́n	O
san	O
owó	O
ìtanràn	O
tí	O
kò	O
dín	O
ní	O
ẹgbẹẹgbẹ̀rún	O
10	B-DATE
owóo	O
naira	O
[	O
tí	O
ó	O
ń	O
lọ	O
bí	O
i	O
$28,000	O
]	O
tàbí	O
méjèèjì	O
.	O
	
Ní	O
oṣù	B-DATE
Ẹrẹ́nà	I-DATE
ọdún	I-DATE
yìí	I-DATE
,	O
Enough	B-ORG
is	I-ORG
Enough	I-ORG
Nigeria	B-LOC
(EIE)	O
,	O
tí	O
ó	O
jẹ́	O
àkójọpọ̀	O
àwọn	O
ọ̀dọ́	O
kan	O
àti	O
Paradigm	B-ORG
Initiative	O
(PI)	O
,	O
tí	O
ó	O
jẹ́	O
ẹgbẹ́	O
aṣòfin	O
àti	O
ajàfẹ́tọ̀ọ́	O
ẹni	O
lórí	O
ẹ̀rọ-ayárabíàṣá	O
,	O
ṣe	O
ìfilọ́lẹ̀	O
ìpèlẹ́jọ́	O
Onochie	B-PER
àti	O
Gbénga	O
Ọlọ́runpomi	O
tí	O
ó	O
jẹ́	O
olùrànlọ́wọ́	O
gómìnà	O
ìpínlẹ̀-ẹ	O
Kogi	O
lẹ́jọ́	O
ní	O
Ilé-ẹjọ́	O
kan	O
ní	O
Abuja	B-LOC
.	O
	
Àjọ	O
méjèèjì	O
yìí	O
ṣe	O
àkópọ̀	O
àwọn	O
ọ̀rọ̀	O
àtakò	O
tí	O
ó	O
jẹ́	O
ọ̀rọ̀	O
Onochie	B-PER
àti	O
Ọlọ́runpomi	O
lórí	O
ayélujára	O
tí	O
wọ́n	O
rí	O
i	O
pé	O
ó	O
rú	O
òfin	O
orílẹ̀-èdèe	O
Nàìjíríà	B-LOC
nípa	O
ọ̀ràn	O
orí	O
ayélujára	O
ti	O
2015	B-DATE
.	O
	
Kà	O
sí	O
i	O
:	O
Báwo	O
ni	O
ìsọkiri	O
yóò	O
ṣe	O
to	O
ìdìbò	O
ààrẹ	O
orílẹ̀-èdèe	O
Nàìjíríà	B-LOC
ti	O
2019	B-DATE
?	B-PER
	
Àkójọpọ̀	O
àwọn	O
ajagun	O
orí	O
Twitter	B-ORG
tí	O
wọ́n	O
ń	O
ṣe	O
àpínká	O
irọ́	O
	
Púpọ̀	O
nínú	O
àwọn	O
àpẹẹrẹ	O
tí	O
a	O
ṣe	O
lókè	O
yìí	O
kì	O
í	O
ṣe	O
ohun	O
tí	O
wọn	O
kò	O
mọ̀-ọ́n-mọ̀	O
ṣe	O
.	O
	
Wọ́n	O
dìídì	O
gbìyànjú	O
láti	O
ṣe	O
àpínká	O
irọ́	O
bí	O
i	O
pé	O
òótọ́	O
ni	O
.	O
	
Èyí	O
kò	O
yani	O
lẹ́nu	O
rárá	O
nítorí	O
a	O
rí	O
i	O
pé	O
APC	B-ORG
àti	O
PDP	B-ORG
ni	O
wọ́n	O
di	O
ajagun	O
orí	O
ayélujára	O
láti	O
lè	O
ṣe	O
ìmúwálẹ̀	O
ìjábọ̀	O
búburú	O
lórí	O
ayélujára	O
nípa	O
wọn	O
tàbí	O
láti	O
gbèjà	O
níbi	O
ìdojúkọ	O
lásìkò	O
ìpolongo	O
ìbò	O
.	O
	
Ẹgbẹ́	O
méjèèjì	O
ni	O
ó	O
ṣe	O
àmúlò	O
ajagun	O
orí	O
ayélujára	O
—	O
àwọn	O
akópa	O
nínú	O
ìjọba	O
tàbí	O
ẹgbẹ́	O
òṣèlú	O
tí	O
wọ́n	O
fún	O
ní	O
iṣẹ́	O
láti	O
tọwọ́bọ	O
ọpọlọ	O
àwọn	O
ará	O
ìlú	O
láti	O
yí	O
èròo	O
wọn	O
padà	O
lórí	O
ayélujára	O
.	O
	
Ìdìbò	O
ọdún	B-DATE
yìí	I-DATE
jẹ́	O
àṣẹtúnṣe	O
ti	O
2015	B-DATE
,	O
níbi	O
tí	O
APC	B-ORG
àti	O
PDP	B-ORG
ti	O
kópa	O
nínú	O
ìtànká	O
ìròyìn	O
ayédèrú	O
àti	O
irọ́	O
pẹ̀lú	O
ìsọkiri	O
láti	O
mú	O
èrò	O
àwọn	O
olóṣèlú	O
ṣẹ	O
nínú	O
àwọn	O
ìpolongo	O
wọn	O
lórí	O
àwùjọ	O
ayélujára	O
tí	O
wọ́n	O
fara	O
balẹ̀	O
ṣètò	O
láti	O
fi	O
tan	O
àwọn	O
olùdìbò	O
tí	O
kò	O
fura	O
,	O
báyìí	O
ni	O
Eshemokha	O
Austin	B-LOC
Maho	B-PER
,	O
tí	O
ó	O
jẹ́	O
ọ̀mọ̀wé	O
Nàìjíríà	B-LOC
kan	O
nípa	O
ìkéde	O
àti	O
ìgbéròyìnjáde	O
ṣe	O
sọ	O
.	O
	
Wọ́n	O
rí	O
èyí	O
ṣe	O
nípasẹ̀	O
ìdásílẹ̀	O
àwọn	O
ìkànnì	O
irọ́	O
lórí	O
ayélujára	O
níbi	O
tí	O
wọ́n	O
ti	O
ń	O
pín	O
ọ̀rọ̀	O
ibanilórúkọjẹ́	O
àti	O
ìròyìn	O
tí	O
kò	O
ṣe	O
é	O
fọkàn	O
tán	O
pẹ̀lú	O
ìsọkiri	O
láti	O
mú	O
èrò	O
àwọn	O
olóṣèlú	O
ṣẹ	O
.	O
	
Àbájáde	O
tí	O
ipa	O
wọn	O
kó	O
ni	O
pé	O
Twitter	B-ORG
di	O
pápá	O
ìròyìn	O
ayédèrú	O
tí	O
ó	O
ń	O
ṣe	O
ẹlẹ́yàmẹyà	O
àti	O
ìsọkiri	O
láti	O
mú	O
èrò	O
àwọn	O
olóṣèlú	O
ṣẹ	O
ṣáájú	O
àsìkò	O
ìdìbò	O
,	O
ní	O
àsìkò	O
ìdìbò	O
àti	O
lẹ́yìn	O
ìdìbò	O
ọdún-un	B-DATE
2019	I-DATE
lórílẹ̀-èdèe	O
Nàìjíríà	B-LOC
.	O
	
Àròkọ	O
yìí	O
jẹ́	O
apá	O
kan	O
nínú	O
ọ̀wọ̀ọ́	O
àwọn	O
àkọsílẹ̀	O
tí	O
ó	O
ń	O
ṣe	O
àgbéyẹ̀wò	O
ìkọlura	O
pẹ̀lú	O
ẹ̀tọ́	O
ẹni	O
lórí	O
ayélujára	O
nípasẹ̀	O
àwọn	O
ìlànà	O
bí	O
i	O
pípa	O
òpó	O
ìbánisọ̀rọ̀	O
àti	O
ìròyìn	O
ayédèrú	O
ní	O
àsìkò	O
tí	O
ọ̀rọ̀	O
ìṣèlú	O
pàtàkì	O
bá	O
ń	O
wáyé	O
ní	O
orílẹ̀-èdè	O
ilẹ̀	O
Adúláwọ̀	O
méje	O
:	O
Algeria	B-ORG
,	O
Ethiopia	B-LOC
,	O
Mozambique	B-LOC
,	O
Nigeria	B-LOC
,	O
Tunisia	B-LOC
,	O
Uganda	B-LOC
,	O
and	O
Zimbabwe	B-LOC
.	O
	
Àjọ	O
tí	O
ó	O
ń	O
ṣàmójútó	O
ẹ̀tọ́	O
ẹni	O
lórí	O
ẹ̀rọ	O
Africa	B-ORG
Digital	I-ORG
Rights	O
Fund	O
ti	O
The	B-ORG
Collaboration	I-ORG
on	O
International	O
ICT	B-ORG
Policy	O
for	O
East	B-ORG
and	O
Southern	B-LOC
Africa	I-LOC
(	O
CIPESA	B-ORG
)	O
ni	O
ó	O
ṣe	O
agbátẹrù	O
iṣẹ́	O
yìí	O
.	O
	
Ilẹ̀-Adúláwọ̀	O
rí	O
àbọ̀	O
ẹgbẹẹgbẹ̀rún-lọ́nà-ẹgbẹ̀rún	O
owóo	O
dollar	O
láti	O
ọ̀dọ̀	O
Ilé-ìfowópamọ́sí	O
ńláńlá	O
fún	O
ìgbéfúkẹ́	O
Iléeṣẹ́	O
ọgbọ́n	O
àtinudá	O
	
Àwọn	O
ọlọ́gbọ́n	O
àtinudá	O
Ilẹ̀-Adúláwọ̀	O
gbọdọ̀	O
'ká	O
èso	O
ọrọ̀	O
tí	O
ó	O
pọ̀	O
tí	O
ó	O
ń	O
dúró	O
fún	O
kíká'	O
	
Àtẹ̀jáde	O
ìtúmọ̀	O
31	B-DATE
Ṣẹẹrẹ	O
2020	B-DATE
9:35	I-DATE
GMT	O
	
Àgékù	O
àwòrán	O
ọ̀kọrin	O
ọmọ	O
orílẹ̀-èdèe	O
Nàìjíríà	B-LOC
D'banj	B-PER
ń	O
sọ̀rọ̀	O
níbi	O
ètò	O
Ọjọ́	B-DATE
Ìsinmi	I-DATE
CAX	O
ní	O
Cairo	B-LOC
,	O
Egypt	B-LOC
,	O
ọdún-un	B-DATE
2018	I-DATE
.	O
	
Dbanj	O
sọ	O
fún	O
olùdókoòwò	O
wípé	O
iṣẹ́	O
àtinúdá	O
ni	O
epo	O
rọ̀bì	O
tí	O
ọpọ́n	O
sún	O
kàn	O
tí	O
ó	O
sì	O
yẹ	O
kí	O
a	O
bu	O
ìyìn	O
fún	O
.	O
	
Ó	O
ti	O
pẹ́	O
tí	O
àwọn	O
iléeṣẹ́	O
ìgbélárugẹ	O
àṣà	O
àti	O
ọgbọ́n	O
àtinudá	O
ti	O
ń	O
ṣe	O
ohun	O
mèremère	O
ní	O
ti	O
ìdàgbàsókè	O
ọrọ̀	O
Ajé	B-DATE
,	O
ní	O
ti	O
ipa	O
tí	O
wọ́n	O
ń	O
kó	O
àti	O
agbára	O
tí	O
ó	O
wà	O
níkàáwọ́	O
wọn	O
láti	O
mú	O
àyípadà	O
dé	O
bá	O
àwùjọ	O
àti	O
ìpàṣípààrọ̀	O
àṣà	O
.	O
	
Lọ́dún-un	B-DATE
2013	I-DATE
,	O
iléeṣẹ́	O
ìgbélárugẹ	O
àṣà	O
àti	O
ọgbọ́n	O
àtinudá	O
(	O
CCI	B-ORG
)	O
rí	O
owó	O
ẹgbẹẹgbẹ̀rún-lọ́nà-ẹgbẹ̀rún	O
2,250	O
dollar	O
ti	O
Ìṣọ̀kan	O
Orílẹ̀-èdèe	O
Amẹ́ríkà	B-LOC
àti	O
iṣẹ́	O
tí	O
ẹgbẹẹgbẹ̀rún	O
29.5	O
kárí	O
ayé	O
[	O
àmọ́	O
]	O
ìdá	O
3	B-DATE
àwọn	O
iṣẹ́	O
wọ̀nyí	O
wá	O
láti	O
Ilẹ̀-Adúláwọ̀	O
àti	O
Àárín	O
gbùngbùn	O
Ìlà-Oòrùn	O
tí	O
ó	O
jẹ́	O
agbègbè	O
àwọn	O
aráa	O
Lárúbáwá	O
,	O
ìyẹn	O
gẹ́gẹ́	O
bí	O
ìwádìí	O
àyẹ̀wò	O
fínnífínní	O
Àjọ	O
Ìṣọ̀kan	O
Àgbáyé	O
fún	O
Ẹ̀kọ́	O
,	O
Ìwádìí	O
Ìjìnlẹ̀	O
àti	O
Àṣà	O
(	O
UNESCO	B-ORG
)	O
ọdún-un	B-DATE
2013	I-DATE
tí	O
a	O
pè	O
ní	O
Àsìkò	O
Àṣà	O
kan	O
ti	O
ṣe	O
fi	O
hàn	O
.	O
	
Torí	O
ìdí	O
èyí	O
,	O
Ilé-ìfowópamọ́sí	O
Ọjà	O
títa	O
sókè	O
òkun-àti-kíkó	O
ọjà	O
wọlé	O
(	O
Afreximbank	O
)	O
pẹ̀lú	O
àbáṣepọ̀ọ	O
UNESCO	B-ORG
àti	O
Ẹgbẹ́	O
Ilé-ìfowópamọ́sí	O
Ìdàgbàsókè	O
Ilẹ̀-Adúláwọ̀	O
,	O
ṣe	O
àgbékalẹ̀	O
Ìpàṣípààrọ̀	O
Ọgbọ́n	O
Àtinudá	O
Ilẹ̀-Adúláwọ̀	O
–	O
Creative	O
Africa	B-ORG
Exchange	I-ORG
(	O
CAX	O
)	O
tí	O
yóò	O
dúró	O
gẹ́gẹ́	O
bíi	O
ohun	O
tí	O
yóò	O
ṣe	O
àmúpapọ̀	O
àwọn	O
nǹkan	O
ọrọ̀	O
àti	O
àlùmọ́nì	O
tí	O
ó	O
wà	O
nínú	O
iléeṣẹ́	O
ọgbọ́n	O
àtinudá	O
tí	O
yóò	O
ṣe	O
àgbéró	O
,	O
mú	O
owó	O
wọlé	O
àti	O
lapa	O
rere	O
lára	O
àwọn	O
ọlọ́gbọ́n	O
àtinudá	O
àti	O
àwọn	O
oníṣẹ́	O
àṣà	O
,	O
bí	O
ibùdó	O
ìtakùn	O
àgbáyé	O
CAX	O
ṣe	O
ní	O
i	O
lákọsílẹ̀	O
.	O
	
Ọdún-un	B-DATE
2018	I-DATE
ni	O
ìfilọ́lẹ̀	O
CAX	O
wáyé	O
ní	O
ibi	O
Ìpàtẹ	O
Ọjà	O
Inú	O
Ilẹ̀-Adúláwọ̀	O
ní	O
ìlúu	O
Cairo	B-LOC
,	O
orílẹ̀-èdèe	O
Egypt	B-LOC
,	O
nínú	O
oṣù	B-DATE
Ọ̀pẹ̀	I-DATE
ọdún-un	I-DATE
2018	I-DATE
.	O
	
Àwọn	O
ọlọ́gbọ́n	O
àtinudá	O
gbogbo	O
láti	O
ẹ̀ka	O
orin	O
kíkọ	O
,	O
iṣẹ́	O
ọnà	O
,	O
àwòṣe	O
,	O
ẹ̀ṣọ́	O
,	O
ewì	O
,	O
ìwé	O
títẹ̀	O
,	O
àwòrán-olóhùn	O
àti	O
òṣìṣẹ́	O
ẹ̀rọ	O
amóhùnmáwòràn	O
parojọ	O
fún	O
Ọjọ́	B-DATE
Ìsinmi	I-DATE
Ìpàṣípààrọ̀	O
Ọgbọ́n	O
Àtinudá	O
ní	O
Kigali	B-LOC
,	O
ní	O
orílẹ̀-èdèe	O
Rwanda	B-LOC
,	O
ní	O
ọjọ́	B-DATE
16-18	I-DATE
oṣù	I-DATE
kìíní	I-DATE
,	O
Ọdún-un	B-DATE
2020	I-DATE
.	O
	
Ó	O
polówó	O
araa	O
rẹ̀	O
gẹ́gẹ́	O
bíi	O
ayẹyẹ	O
àkọ́kọ́	O
tí	O
yóò	O
kó	O
àwọn	O
ọmọ	O
ilẹ̀	O
adúláwọ̀	O
jọ	O
tí	O
ń	O
ṣe	O
ìgbélárugẹ	O
ìpàṣípààrọ̀	O
láàárín	O
àwọn	O
ọlọ́gbọ́n	O
àtinudá	O
àti	O
aṣàgbélárugẹ	O
àṣà	O
ní	O
Ilẹ̀-Adúláwọ̀	O
,	O
tí	O
ó	O
ní	O
àwọn	O
akópa	O
tí	O
ó	O
tó	O
bíi	O
2,000	O
láti	O
orílẹ̀-èdè	O
68	O
.	O
	
Ní	O
ọjọ́	B-DATE
kejì	I-DATE
ayẹyẹ	O
náà	O
ní	O
Kigali	B-LOC
,	O
ọ̀jọ̀gbọ́n	O
Benedict	B-LOC
Oramah	O
,	O
ààrẹ	O
Ilé-ìfowópamọ́sí	O
Ọjà	O
títa	O
sókè	O
òkun-àti-kíkó	O
wọlé	O
(	O
Afreximbank	O
)	O
kéde	O
owó	O
ìrànwọ́	O
ẹgbẹẹgbẹ̀rún	O
500	O
owó	O
dollar	O
Amẹ́ríkà	B-LOC
tí	O
yóò	O
ṣe	O
àtìlẹ́yìn	O
ìgbéjáde	O
àti	O
káràkátà	O
nǹkan	O
tí	O
ó	O
jẹ	O
mọ́	O
ti	O
àṣà	O
àti	O
ọgbọ́n	O
àtinudá	O
Ilẹ̀-Adúláwọ̀	O
fún	O
ọdún	B-DATE
méjì	I-DATE
gbáko	O
,	O
New	B-ORG
Times	I-ORG
Rwanda	B-LOC
jíyìn	O
ìròhìn	O
.	O
	
Omarah	O
gbé	O
e	O
sí	O
àwọn	O
àlejò	O
tí	O
ó	O
wà	O
níkàlẹ̀	O
níbi	O
ayẹyẹ	O
náà	O
létí	O
wípé	O
owó	O
ìrànwọ́	O
náà	O
,	O
tí	O
yóò	O
bù	O
kún	O
iṣẹ́	O
tí	O
Ilé-ìfowópamọ́sí	O
náà	O
ti	O
ń	O
ṣe	O
tẹ́lẹ̀	O
,	O
yóò	O
wà	O
ní	O
àrọ̀wọ́tó	O
ní	O
àwọn	O
Ilé-ìfowópamọ́sí	O
,	O
tí	O
yóò	O
jẹ́	O
lílò	O
fún	O
àwọn	O
tí	O
ó	O
fẹ́	O
ẹ	O
.	O
	
Ó	O
sọ	O
wípé	O
bí	O
Ilẹ̀-Adúláwọ̀	O
ti	O
ṣe	O
ní	O
ọ̀pọ̀lọpọ̀	O
ọlọ́gbọ́n	O
àtinudá	O
tó	O
,	O
kò	O
sí	O
ohun	O
èlò	O
tí	O
yóò	O
mú	O
kí	O
wọn	O
ó	O
ká	O
èso	O
ọrọ̀	O
tí	O
ó	O
pọ̀	O
tí	O
ó	O
ń	O
dúró	O
fún	O
kíká	O
,	O
ìyẹn	O
bí	O
Afreximbank	O
ti	O
ṣe	O
ṣàlàyé	O
.	O
	
Ó	O
sọ̀rọ̀	O
síwájú	O
sí	O
i	O
:	O
	
Nítorí	O
àìtó	O
ìdókoòwò	O
nínú	O
iléeṣẹ́	O
ọgbọ́n	O
àtinudá	O
àti	O
àṣà	O
,	O
Ilẹ̀-Adúláwọ̀	O
kò	O
sí	O
nínú	O
ọjà	O
iṣẹ́	O
ọpọlọ	O
,	O
àti	O
ìdáraáwò	O
púpọ̀	O
gẹ́gẹ́	O
bí	O
a	O
ti	O
fi	O
hàn	O
nínú	O
orin	O
,	O
eré	O
ìtàgé	O
,	O
ewì	O
,	O
àwòrán-àtohùn	O
àti	O
ètò	O
orí	O
ẹ̀rọ	O
amóhùnmáwòrán	O
àgbáyé	O
.	O
	
Àwọn	O
orílẹ̀-èdè	O
Ilẹ̀-Adúláwọ̀	O
máa	O
ń	O
kó	O
ọjà	O
ọgbọ́n	O
àtinudá	O
wọlé	O
ju	O
èyí	O
tí	O
wọ́n	O
tà	O
sókè	O
òkun	O
tàbí	O
láàárin	O
ara	O
wọn	O
.	O
	
Ó	O
gbóṣùbàa	O
sàńdákátà	O
fún	O
orílẹ̀-èdèe	O
Egypt	B-LOC
ní	O
ti	O
ìdàgbàsókèe	O
ìtàsókè	O
òkun	O
ọgbọ́n	O
àtinudá	O
láàárín	B-DATE
ọdún	I-DATE
mẹ́wàá	I-DATE
tí	O
ó	O
ré	O
kọjá	O
.	O
	
Nínú	O
oṣù	B-DATE
Ọ̀pẹ̀	I-DATE
ọdún-un	I-DATE
2019	I-DATE
,	O
a	O
dá	O
Afreximbank	O
lọ́lá	O
níbi	O
Ìfàmìẹ̀yẹdánilọ́lá	O
Ìṣaralọ́ṣọ̀ọ́	O
Àgbáyé	O
International	O
Fashion	B-ORG
Awards	O
(	O
IFA	B-ORG
)	O
ní	O
Cairo	B-LOC
fún	O
ipa	O
tí	O
ó	O
ń	O
kó	O
níbi	O
ti	O
ìtìlẹ́yìn-in	O
iléeṣẹ́	O
ọgbọ́n	O
àtinudá	O
Ilẹ̀-Adúláwọ̀	O
.	O
	
Bákan	O
náà	O
ni	O
Omarah	O
gbóríyìn	O
fún	O
iléeṣẹ́	O
eré	O
orí	O
ìtàgé	O
Nollywood	O
ti	O
Nàìjíríà	B-LOC
.	O
	
Lóríi	O
gbàgede	O
Twitter	B-ORG
,	O
àwọn	O
òṣèré	O
tó	O
wà	O
níbi	O
àpérò	O
náà	O
dúpẹ́	O
